state,total,place,race,religion,sexual_orientation,ethnicity,disability
,,Rolling Hills Estates,1,0,0,0,0
,,Rosemead,3,0,0,0,0
,,Roseville,0,0,1,0,0
,,Sacramento,10,2,5,3,0
,,Salinas,1,0,1,0,0
,,San Bernardino,2,0,2,0,0
,,San Bruno,0,0,1,1,0
,,San Clemente,0,1,0,1,0
,,San Diego,15,5,21,11,0
,,San Dimas,1,1,0,1,0
,,San Francisco,31,9,18,8,0
,,San Gabriel,1,1,0,0,0
,,San Jacinto,2,1,0,0,0
,,San Jose,18,2,9,5,0
,,San Juan Capistrano,1,1,0,0,0
,,San Leandro,5,1,0,0,0
,,San Luis Obispo,3,3,1,3,0
,,San Marcos,1,1,0,0,0
,,San Mateo,0,2,1,1,0
,,San Pablo,1,0,0,0,0
,,San Rafael,0,0,1,0,0
,,San Ramon,2,0,0,0,0
,,Santa Barbara,1,0,0,0,0
,,Santa Clarita,1,0,0,0,0
,,Santa Cruz,4,2,3,2,0
,,Santa Fe Springs,1,0,0,0,0
,,Santa Monica,0,0,0,1,0
,,Santa Rosa,1,2,1,1,0
,,Santee,3,0,0,0,0
,,Scotts Valley,0,0,2,1,0
,,Seaside,0,0,1,0,0
,,Sebastopol,1,0,0,0,0
,,Signal Hill,0,0,2,0,0
,,Solana Beach,0,1,0,0,0
,,Soledad,1,0,1,0,0
,,Sonora,1,0,0,0,0
,,South Gate,2,0,0,0,0
,,South Lake Tahoe,0,0,0,1,0
,,South San Francisco,1,0,0,0,0
,,Stanton,1,0,0,2,0
,,Stockton,5,0,1,4,0
,,Sunnyvale,0,0,0,1,0
,,Taft,0,0,0,1,0
,,Temecula,3,2,0,1,0
,,Temple City,1,0,0,0,0
,,Thousand Oaks,1,3,0,2,0
,,Torrance,3,0,0,0,0
,,Turlock,0,0,1,1,0
,,Tustin,0,0,1,0,0
,,Union City,5,0,2,0,0
,,Upland,2,0,0,1,0
,,Vacaville,3,0,1,1,0
,,Ventura,0,0,1,2,0
,,Visalia,1,0,1,0,0
,,Vista,2,0,0,1,0
,,Walnut,1,0,0,0,0
,,Walnut Creek,1,2,0,1,0
,,Watsonville,0,0,1,0,0
,,West Covina,3,2,0,0,0
,,West Hollywood,0,2,7,1,0
,,West Sacramento,1,0,0,1,0
,,Whittier,2,0,1,0,0
,,Woodland,0,0,2,1,0
,,Yorba Linda,0,0,0,1,0
,,Yuba City,5,1,1,1,0
,Universities and Colleges,,18,11,8,4,0
,,California State University:,,,,,
,,Bakersfield,1,0,0,0,0
,,Dominguez Hills,0,1,0,0,0
,,Fresno,1,0,0,0,0
,,Fullerton,1,0,0,0,0
,,Monterey Bay,0,0,1,0,0
,,Northridge,1,0,1,1,0
,,Sacramento,0,0,1,1,0
,,San Bernardino,0,0,1,0,0
,,Fresno Community College,1,0,0,0,0
,,Humboldt State University,2,0,0,0,0
,,San Francisco State University,2,3,0,0,0
,,Santa Rosa Junior College,0,0,0,1,0
,,Solano Community College,1,1,0,0,0
,,University of California:,,,,,
,,Berkeley,0,1,2,0,0
,,Davis,2,0,1,1,0
,,Los Angeles,1,0,0,0,0
,,Riverside,0,2,0,0,0
,,Santa Cruz,5,3,1,0,0
,Metropolitan Counties,,79,27,22,22,0
,,Contra Costa,0,0,1,0,0
,,Imperial,1,0,0,0,0
,,Kern,4,0,1,2,0
,,Los Angeles,35,11,5,7,0
,,Marin,0,1,1,0,0
,,Merced,0,1,0,0,0
,,Orange,3,1,1,0,0
,,Riverside,8,5,1,2,0
,,Sacramento,8,0,5,5,0
,,San Diego,13,3,4,3,0
,,San Luis Obispo,0,1,0,0,0
,,Santa Clara,0,0,1,1,0
,,Santa Cruz,1,1,2,0,0
,,Shasta,0,1,0,0,0
,,Sonoma,1,0,0,1,0
,,Stanislaus,2,0,0,1,0
,,Ventura,0,2,0,0,0
,,Yuba,3,0,0,0,0
,Nonmetropolitan Counties,,7,0,5,3,0
,,Amador,2,0,0,2,0
,,Calaveras,1,0,0,0,0
,,Colusa,0,0,1,0,0
,,Glenn,1,0,0,1,0
,,Inyo,0,0,1,0,0
,,Lake,1,0,2,0,0
,,Lassen,1,0,0,0,0
,,Mendocino,1,0,0,0,0
,,Tuolumne,0,0,1,0,0
,State Police Agencies,,1,0,0,0,0
,,"Highway Patrol, San Bernardino County",1,0,0,0,0
,Other Agencies,,3,0,2,2,0
,,"Department of Parks and Recreation, Gold Fields District",0,0,1,0,0
,,"East Bay Regional Parks, Contra Costa County",0,0,1,0,0
,,Los Angeles Transportation Services Bureau,3,0,0,2,0
COLORADO,Total,,75,14,32,34,1
,Cities,,58,9,26,27,1
,,Arvada,2,1,2,0,0
,,Aurora,3,0,1,1,0
,,Berthoud,1,0,0,0,0
,,Boulder,4,3,3,0,0
,,Castle Rock,0,0,1,0,0
,,Centennial,3,1,0,0,0
,,Colorado Springs,3,0,3,1,0
,,Commerce City,0,0,1,0,0
,,Cortez,1,0,0,0,0
,,Craig,1,0,1,3,0
,,Denver,13,2,5,4,0
,,Englewood,1,0,0,3,0
,,Evans,0,0,0,1,0
,,Fort Collins,5,0,2,1,0
,,Fort Lupton,0,0,1,0,0
,,Glendale,0,0,0,1,0
,,Glenwood Springs,0,0,0,2,0
,,Grand Junction,3,0,0,1,0
,,Greeley,1,0,1,1,0
,,Gunnison,1,1,0,0,0
,,Johnstown,1,0,0,0,0
,,Kersey,1,0,0,0,0
,,Lafayette,0,0,1,1,0
,,Lakewood,1,0,0,3,0
,,Littleton,0,0,0,0,1
,,Lone Tree,1,0,0,0,0
,,Louisville,1,0,0,0,0
,,Loveland,0,1,1,1,0
,,New Castle,2,0,0,1,0
,,Steamboat Springs,5,0,0,2,0
,,Sterling,0,0,1,0,0
,,Telluride,1,0,1,0,0
,,Thornton,1,0,0,0,0
,,Trinidad,1,0,0,0,0
,,Walsenburg,0,0,1,0,0
,,Wheat Ridge,1,0,0,0,0
,Universities and Colleges,,3,1,0,0,0
,,Auraria Higher Education Center3,1,0,0,0,0
,,"Colorado State University, Fort Collins",2,1,0,0,0
,Metropolitan Counties,,11,4,5,5,0
,,Adams,0,0,0,1,0
,,Arapahoe,4,3,0,2,0
,,Douglas,1,0,0,1,0
,,Gilpin,0,0,1,0,0
,,Jefferson,0,0,2,0,0
,,Mesa,5,0,1,1,0
,,Weld,1,1,1,0,0
,Nonmetropolitan Counties,,1,0,1,2,0
,,Garfield,1,0,1,1,0
,,Routt,0,0,0,1,0
,Other Agencies,,2,0,0,0,0
,,Colorado Mental Health Institute,2,0,0,0,0
CONNECTICUT,Total,,66,31,18,11,1
,Cities,,57,29,12,10,1
,,Bloomfield,1,0,1,0,0
,,Branford,0,1,0,0,0
,,Bridgeport,1,0,1,0,0
,,Bristol,1,0,0,1,0
,,Clinton,2,0,1,0,1
,,Derby,1,0,0,0,0
,,East Hartford,1,0,0,1,0
,,Enfield,2,0,0,0,0
,,Farmington,2,0,0,0,0
,,Glastonbury,0,2,0,0,0
,,Greenwich,1,1,0,0,0
,,Groton,1,0,0,0,0
,,Groton Town,2,1,0,0,0
,,Guilford,0,0,1,1,0
,,Hamden,1,0,0,0,0
,,Hartford,2,0,0,0,0
,,Madison,1,0,0,1,0
,,Manchester,0,0,1,0,0
,,Middletown,0,0,1,0,0
,,Milford,1,0,1,0,0
,,Monroe,0,2,0,0,0
,,Naugatuck,5,0,0,1,0
,,New Britain,1,0,0,0,0
,,New Haven,0,1,0,1,0
,,New Milford,2,1,0,1,0
,,Norwalk,3,0,0,0,0
,,Norwich,3,0,0,0,0
,,Orange,2,0,1,0,0
,,Plainfield,1,0,0,0,0
,,Plymouth,3,0,0,0,0
,,Seymour,0,1,0,0,0
,,Shelton,0,2,0,0,0
,,Southington,1,0,0,1,0
,,South Windsor,1,0,0,0,0
,,Stamford,2,0,0,0,0
,,Stratford,2,6,0,0,0
,,Suffield,1,1,0,0,0
,,Torrington,0,1,1,0,0
,,Trumbull,2,0,0,1,0
,,Vernon,1,0,0,0,0
,,Wallingford,0,1,0,0,0
,,Waterford,0,0,1,0,0
,,West Hartford,1,2,2,0,0
,,Weston,0,1,0,0,0
,,Westport,3,2,0,0,0
,,Wilton,0,3,0,1,0
,,Winchester,1,0,0,0,0
,,Windsor Locks,2,0,0,0,0
,Universities and Colleges,,6,1,5,0,0
,,Eastern Connecticut State University,0,0,2,0,0
,,University of Connecticut:,,,,,
,,Health Center3,1,0,0,0,0
,,"Storrs, Avery Point, and Hartford3",4,1,3,0,0
,,Western Connecticut State University,1,0,0,0,0
,State Police Agencies,,3,1,1,1,0
,,Connecticut State Police,3,1,1,1,0
DELAWARE,Total,,27,6,7,9,0
,Cities,,6,1,1,8,0
,,Dewey Beach,1,0,1,0,0
,,Elsmere,1,0,0,0,0
,,Georgetown,0,0,0,7,0
,,Harrington,1,0,0,0,0
,,Laurel,0,0,0,1,0
,,Milford,2,0,0,0,0
,,Newark,0,1,0,0,0
,,Wilmington,1,0,0,0,0
,Universities and Colleges,,3,0,2,1,0
,,University of Delaware,3,0,2,1,0
,Metropolitan Counties,,6,2,1,0,0
,,New Castle County Police Department,6,2,1,0,0
,State Police Agencies,,12,3,2,0,0
,,State Police:,,,,,
,,Kent County,5,2,0,0,0
,,New Castle County,4,1,2,0,0
,,Sussex County,3,0,0,0,0
,Other Agencies,,0,0,1,0,0
,,Park Rangers,0,0,1,0,0
DISTRICT OF COLUMBIA,Total,,3,7,29,2,0
,Cities,,3,6,26,2,0
,,Washington,3,6,26,2,0
,Other Agencies,,0,1,3,0,0
,,Metro Transit Police,0,1,3,0,0
FLORIDA,Total,,86,26,25,29,0
,Cities,,52,16,15,16,0
,,Altamonte Springs,1,0,0,0,0
,,Aventura,0,1,0,0,0
,,Boca Raton,0,0,0,2,0
,,Cape Coral,1,1,1,2,0
,,Casselberry,0,0,0,1,0
,,Cocoa,0,0,1,0,0
,,Coconut Creek,2,0,0,0,0
,,Coral Gables,2,0,2,0,0
,,Coral Springs,1,0,0,0,0
,,Crystal River,1,0,0,0,0
,,Dania,1,0,0,0,0
,,Delray Beach,1,2,0,0,0
,,Fort Lauderdale,2,1,1,0,0
,,Gainesville,6,0,0,0,0
,,Hallandale,2,0,0,0,0
,,Homestead,1,0,0,0,0
,,Jacksonville,1,0,0,0,0
,,Jupiter,0,0,0,1,0
,,Lake Clarke Shores,0,1,0,0,0
,,Lakeland,0,0,0,1,0
,,Largo,0,0,0,1,0
,,Leesburg,1,0,0,0,0
,,Longwood,0,0,0,2,0
,,Melbourne,5,2,1,1,0
,,Miami Beach,0,2,1,2,0
,,Miramar,2,0,0,0,0
,,New Smyrna Beach,0,0,1,0,0
,,North Miami,0,0,1,0,0
,,North Port,2,0,0,1,0
,,Oakland Park,0,0,1,0,0
,,Ocoee,1,0,0,0,0
,,Oviedo,0,0,1,0,0
,,Palm Bay,1,0,0,0,0
,,Panama City,2,0,1,0,0
,,Pensacola,2,0,0,0,0
,,Port Orange,0,0,0,1,0
,,Port St. Lucie,1,0,1,1,0
,,Sunny Isles Beach,0,1,0,0,0
,,Tampa,8,4,1,0,0
,,Tarpon Springs,1,0,0,0,0
,,Venice,2,0,0,0,0
,,Wellington,0,1,0,0,0
,,Wilton Manors,0,0,1,0,0
,,Winter Garden,1,0,0,0,0
,,Winter Park,1,0,0,0,0
,Universities and Colleges,,3,1,0,0,0
,,Florida Atlantic University,0,1,0,0,0
,,University of Central Florida,1,0,0,0,0
,,University of West Florida,2,0,0,0,0
,Metropolitan Counties,,30,8,9,12,0
,,Alachua,1,0,0,0,0
,,Bay,2,1,0,0,0
,,Brevard,1,0,0,1,0
,,Broward,0,1,0,0,0
,,Charlotte,1,0,0,0,0
,,Clay,3,0,1,1,0
,,Collier,4,2,0,1,0
,,Escambia,3,0,1,0,0
,,Flagler,3,2,0,0,0
,,Hernando,2,0,0,0,0
,,Hillsborough,1,1,1,1,0
,,Indian River,1,0,1,1,0
,,Lake,1,0,0,0,0
,,Lee,1,0,1,4,0
,,Manatee,0,0,1,0,0
,,Orange,0,0,1,1,0
,,Osceola,0,0,0,1,0
,,Palm Beach,1,1,0,0,0
,,Pinellas,0,0,0,1,0
,,Polk,0,0,1,0,0
,,Santa Rosa,4,0,1,0,0
,,Volusia,1,0,0,0,0
,Nonmetropolitan Counties,,0,1,1,1,0
,,DeSoto,0,0,0,1,0
,,Monroe,0,1,1,0,0
,Other Agencies,,1,0,0,0,0
,,Lee County Port Authority,1,0,0,0,0
GEORGIA,Total,,3,0,6,4,0
,Cities,,1,0,6,4,0
,,Atlanta,0,0,6,1,0
,,Norcross,1,0,0,3,0
,Metropolitan Counties,,2,0,0,0,0
,,Catoosa,2,0,0,0,0
IDAHO,Total,,18,6,7,7,0
,Cities,,16,5,7,7,0
,,Bellevue,1,0,0,1,0
,,Boise,4,3,1,2,0
,,Coeur d'Alene,2,0,1,1,0
,,Hailey,2,0,0,0,0
,,Idaho Falls,1,0,2,1,0
,,Jerome,1,0,0,0,0
,,Lewiston,2,0,0,0,0
,,Nampa,0,1,2,1,0
,,Pocatello,1,0,0,0,0
,,Rexburg,0,0,0,1,0
,,Spirit Lake,0,1,0,0,0
,,Sun Valley,1,0,1,0,0
,,Twin Falls,1,0,0,0,0
,Metropolitan Counties,,2,1,0,0,0
,,Ada,1,0,0,0,0
,,Bonneville,0,1,0,0,0
,,Kootenai,1,0,0,0,0
ILLINOIS,Total,,94,21,29,21,2
,Cities,,86,21,27,18,2
,,Alton,1,0,0,0,0
,,Aurora,8,0,1,3,0
,,Beecher,0,0,0,0,1
,,Bloomington,3,1,1,1,0
,,Carpentersville,1,0,0,0,0
,,Chicago,15,8,12,1,1
,,Columbia,1,0,0,0,0
,,Crest Hill,1,0,0,0,0
,,Decatur,6,1,2,0,0
,,Downers Grove,1,1,0,0,0
,,Elgin,0,1,0,0,0
,,Elwood,1,0,0,0,0
,,Evanston,2,1,0,0,0
,,Granite City,2,0,0,0,0
,,La Grange,1,1,0,0,0
,,Lombard,2,0,0,0,0
,,Marion,3,0,0,0,0
,,McHenry,0,0,0,1,0
,,Naperville,3,0,0,0,0
,,Normal,1,0,0,0,0
,,Oak Brook,0,0,1,0,0
,,Oak Park,1,0,0,0,0
,,Palatine,0,2,0,0,0
,,Paris,1,0,0,0,0
,,Park Ridge,0,1,0,0,0
,,Pekin,2,0,0,0,0
,,Peoria,3,0,2,1,0
,,Rockdale,1,0,0,0,0
,,Rockford,7,1,5,4,0
,,Rock Island,1,0,0,0,0
,,Round Lake,1,0,0,0,0
,,Rushville,1,0,0,0,0
,,Schaumburg,1,0,0,1,0
,,Skokie,1,2,1,1,0
,,Springfield,12,0,1,4,0
,,Urbana,1,0,1,1,0
,,West Chicago,0,1,0,0,0
,,Westmont,1,0,0,0,0
,Universities and Colleges,,5,0,2,1,0
,,Eastern Illinois University,1,0,0,0,0
,,Northern Illinois University,4,0,0,0,0
,,"Northwestern University, Evanston3",0,0,1,0,0
,,"University of Illinois, Urbana",0,0,0,1,0
,,Western Illinois University,0,0,1,0,0
,Metropolitan Counties,,3,0,0,2,0
,,Du Page,0,0,0,2,0
,,Peoria,3,0,0,0,0
INDIANA,Total,,25,9,3,3,0
,Cities,,23,8,1,3,0
,,Angola,0,1,0,0,0
,,Bloomington4,13,4,0,0,0
,,Clarksville,2,0,0,0,0
,,Columbus,1,2,0,1,0
,,Evansville,2,0,0,0,0
,,Fishers,2,1,0,0,0
,,Fort Wayne,1,0,1,0,0
,,Greenwood,0,0,0,1,0
,,Munster,2,0,0,0,0
,,Seymour,0,0,0,1,0
,Universities and Colleges,,1,1,2,0,0
,,Ball State University,0,0,1,0,0
,,Purdue University,1,1,1,0,0
,Metropolitan Counties,,1,0,0,0,0
,,Elkhart,1,0,0,0,0
IOWA,Total,,16,1,5,5,0
,Cities,,14,0,4,4,0
,,Cedar Falls,0,0,1,0,0
,,Coralville,1,0,0,0,0
,,Council Bluffs,3,0,0,0,0
,,Davenport,0,0,2,0,0
,,Decorah,0,0,0,1,0
,,Des Moines,1,0,0,1,0
,,Dubuque,3,0,0,0,0
,,Fort Dodge,1,0,0,0,0
,,Keokuk,4,0,0,0,0
,,Marion,1,0,0,0,0
,,Ottumwa,0,0,0,1,0
,,Perry,0,0,1,0,0
,,Sioux City,0,0,0,1,0
,Universities and Colleges,,1,1,1,1,0
,,Iowa State University,0,0,0,1,0
,,University of Iowa,1,1,1,0,0
,Metropolitan Counties,,1,0,0,0,0
,,Polk,1,0,0,0,0
KANSAS,Total,,63,13,19,15,0
,Cities,,47,12,16,14,0
,,Andover,1,0,0,0,0
,,Augusta,1,0,0,0,0
,,Chanute,0,0,1,0,0
,,Coffeyville,1,0,0,0,0
,,Columbus,1,0,0,0,0
,,Concordia,1,1,0,0,0
,,Edwardsville,0,0,0,1,0
,,El Dorado,1,0,0,0,0
,,Emporia,1,1,1,3,0
,,Garden City,0,0,1,0,0
,,Grandview Plaza,1,0,0,0,0
,,Hays,1,0,0,1,0
,,Haysville,1,0,0,0,0
,,Hutchinson,2,1,0,0,0
,,Independence,1,0,0,0,0
,,Iola,0,0,1,0,0
,,Lansing,1,1,0,1,0
,,Lawrence,1,1,1,0,0
,,Leavenworth,2,0,2,0,0
,,Lenexa,0,0,1,0,0
,,Osage City,1,0,0,0,0
,,Ottawa,1,0,0,0,0
,,Paola,1,0,0,0,0
,,Parsons,1,0,0,2,0
,,Pittsburg,1,0,0,1,0
,,Pratt,2,1,0,0,0
,,Salina,5,5,2,1,0
,,Shawnee,0,0,0,1,0
,,Spring Hill,1,0,0,0,0
,,Valley Center,1,0,0,0,0
,,Valley Falls,0,0,1,0,0
,,Wichita,16,1,5,3,0
,Universities and Colleges,,1,0,1,0,0
,,Pittsburg State University,1,0,0,0,0
,,"University of Kansas, Main Campus",0,0,1,0,0
,Metropolitan Counties,,2,0,1,0,0
,,Miami,1,0,0,0,0
,,Shawnee,1,0,1,0,0
,Nonmetropolitan Counties,,11,1,1,1,0
,,Cowley,0,1,0,0,0
,,Finney,1,0,1,0,0
,,Kearny,1,0,0,0,0
,,Lyon,1,0,0,0,0
,,Montgomery,2,0,0,0,0
,,Riley County Police Department,6,0,0,0,0
,,Stevens,0,0,0,1,0
,Other Agencies,,2,0,0,0,0
,,Kansas Bureau of Investigation,1,0,0,0,0
,,"Unified School District, Auburn-Washburn",1,0,0,0,0
KENTUCKY,Total,,30,6,9,3,0
,Cities,,18,6,9,3,0
,,Anchorage,1,0,0,0,0
,,Ashland,1,0,0,0,0
,,Bellevue,1,0,0,0,0
,,Bowling Green,1,0,2,0,0
,,Covington,3,1,0,0,0
,,Elsmere,1,0,0,0,0
,,Henderson,0,0,1,0,0
,,Lexington,3,1,2,1,0
,,Louisville Metro,1,0,1,0,0
,,Mount Sterling,1,0,0,0,0
,,Murray,1,2,1,0,0
,,Newport,2,0,0,0,0
,,Paducah,0,1,1,0,0
,,Paris,0,0,0,1,0
,,Richmond,1,0,0,0,0
,,St. Matthews,0,1,0,0,0
,,Versailles,1,0,1,1,0
,Universities and Colleges,,2,0,0,0,0
,,University of Kentucky,2,0,0,0,0
,Metropolitan Counties,,7,0,0,0,0
,,Boone,2,0,0,0,0
